"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",32,0,"masters","single","part_time",35174,"blue",36,5,3,3,8135,0,0.841,8620,67,0.971
"active",53,1,"masters","single","part_time",40019,"blue",43,5,1,0,2618,0.774,0.669,4198,68,0.619
"closed_account",56,3,"bachelors","single","full_time",33311,"blue",46,1,3,3,2272,0.594,0.762,2354,49,0.96
"closed_account",52,2,"doctorate","married","full_time",128374,"gold",34,3,2,3,11188,0,0.658,2109,47,0.621
"closed_account",44,2,"masters","divorced","part_time",35248,"gold",36,3,2,3,1880,0,0.519,2469,34,0.417
"closed_account",41,4,"associates","married","part_time",33345,"blue",32,2,3,3,7769,0,0.943,8109,74,0.762
"active",42,4,"masters","married","part_time",33471,"gold",37,3,1,3,2757,0.647,0.735,3766,69,0.605
"closed_account",33,3,"masters","married","part_time",69971,"blue",15,5,1,3,23399,0,1.051,9356,74,0.85
"active",27,1,"associates","single","part_time",36486,"silver",19,4,1,3,4255,0.411,0.516,2236,57,0.541
"active",49,4,"bachelors","single","part_time",34369,"gold",33,4,2,3,2097,0.596,0.699,4148,71,0.543
"closed_account",43,2,"associates","single","part_time",34618,"blue",24,2,3,2,2962,0.85,1.046,929,31,0.409
"active",38,2,"masters","single","full_time",56434,"blue",24,6,3,2,14632,0.079,0.501,1399,36,0.5
"closed_account",47,4,"masters","single","part_time",32388,"blue",40,6,4,3,2473,0,0.547,2133,44,0.419
"closed_account",59,0,"associates","single","part_time",41550,"blue",48,2,4,3,3616,0.291,0.616,687,17,0.545
"closed_account",35,2,"masters","married","full_time",100160,"blue",27,3,2,3,12643,0,0.393,787,21,0.167
"active",40,4,"masters","married","full_time",33798,"blue",27,5,3,0,1430,0.598,0.79,4655,82,0.864
"active",39,2,"associates","single","full_time",33558,"gold",32,4,1,4,4423,0.371,0.724,15467,112,0.623
"active",64,1,"masters","single","full_time",44808,"silver",56,5,2,4,5152,0.184,0.953,4074,72,1.057
"active",53,1,"associates","single","full_time",98567,"silver",36,3,3,4,14111,0.073,0.505,2950,64,0.684
"active",34,1,"doctorate","married","full_time",31728,"gold",25,4,3,3,2318,0.893,1.399,2689,57,0.781
"closed_account",40,3,"masters","single","part_time",89772,"blue",36,1,2,2,6921,0,0.824,2729,44,0.467
"active",42,2,"masters","single","full_time",69991,"blue",26,6,2,3,20803,0.084,0.311,4012,60,0.429
"closed_account",43,4,"associates","married","part_time",99003,"blue",35,2,3,2,10588,0.048,0.918,7886,70,0.75
"closed_account",46,4,"doctorate","single","part_time",35182,"blue",36,2,2,3,2292,0,0.568,2595,31,0.409
"active",42,3,"associates","single","self_employed",79934,"blue",38,5,1,2,10239,0.05,0.344,1228,26,0.529
"active",35,2,"associates","single","self_employed",143356,"silver",36,4,2,3,27389,0.046,0.641,2754,60,0.463
"active",38,2,"bachelors","married","part_time",98788,"blue",36,3,3,3,6452,0.178,0.884,4835,84,0.714
"active",45,5,"bachelors","single","full_time",50722,"blue",39,3,2,2,15677,0.078,0.76,3818,81,0.588
"active",45,3,"associates","single","part_time",35543,"silver",36,6,1,2,3111,0.641,0.753,4478,56,0.697
"closed_account",64,0,"masters","single","full_time",30910,"gold",36,3,3,5,3812,0.66,0.586,2325,45,0.731
"closed_account",52,4,"masters","married","full_time",66440,"blue",36,4,1,3,9375,0.173,0.532,2108,51,0.5
"closed_account",56,3,"masters","married","full_time",146464,"blue",36,5,1,1,12211,0,0.642,903,29,0.526
"closed_account",41,3,"doctorate","single","part_time",31614,"blue",36,2,3,6,2246,0,0.725,3607,51,0.821
"active",56,3,"associates","single","full_time",38477,"blue",48,6,5,3,8340,0.228,0.81,3755,77,0.833
"closed_account",43,5,"masters","married","full_time",69292,"silver",38,2,3,5,1430,0,0.713,2389,49,0.361
"active",49,2,"associates","married","full_time",62612,"blue",35,3,3,3,13435,0,0.747,3575,56,1.154
"closed_account",36,3,"masters","married","full_time",101747,"blue",21,5,3,2,5015,0.391,0.881,2491,43,0.87
"active",56,2,"associates","divorced","part_time",64945,"silver",50,4,1,2,7261,0.149,1.312,3723,58,1.071
"active",57,0,"associates","married","full_time",35834,"blue",42,5,1,4,2376,0.638,0.72,3795,71,0.614
"closed_account",61,1,"associates","single","part_time",36678,"blue",52,3,2,4,3293,0,0.838,3121,56,0.867
"closed_account",45,3,"associates","married","part_time",33676,"blue",35,3,3,3,2745,0.897,0.643,2466,39,0.345
"active",54,1,"associates","married","self_employed",49752,"blue",44,5,2,3,5556,0.308,1.434,1706,21,1.625
"closed_account",54,3,"associates","married","part_time",102890,"blue",48,3,4,3,3288,0.766,0.84,2717,46,0.438
"active",46,2,"bachelors","single","part_time",33797,"blue",36,6,1,4,1996,0.774,0.919,3760,69,0.683
"active",36,4,"associates","single","full_time",95363,"silver",21,3,1,2,34516,0.026,0.572,2298,55,0.719
"closed_account",41,3,"bachelors","married","part_time",54193,"blue",15,5,3,4,4312,0.584,0.741,2693,56,0.436
"closed_account",40,4,"associates","married","full_time",50669,"silver",32,1,2,3,7316,0.182,0.563,1849,50,0.471
"closed_account",63,1,"masters","single","self_employed",62977,"blue",52,6,4,3,14324,0.175,0.433,2083,56,0.647
"active",65,0,"associates","single","self_employed",30977,"silver",54,6,5,2,7699,0.228,0.641,5103,62,0.771
"active",49,4,"masters","married","part_time",94651,"silver",39,6,3,2,17285,0.107,0.882,4787,60,0.714
"closed_account",37,1,"associates","single","full_time",46282,"blue",27,4,2,2,1793,0.442,0.723,2374,40,0.429
"active",55,2,"associates","married","self_employed",62447,"gold",36,4,3,3,7231,0.329,0.996,1421,23,1.3
"closed_account",51,2,"masters","single","part_time",53546,"blue",36,3,1,4,1495,0,0.528,2220,50,0.562
"closed_account",43,4,"associates","single","self_employed",35469,"blue",31,6,2,2,13651,0,1.046,9772,71,0.775
"closed_account",61,0,"masters","single","full_time",54980,"gold",56,3,3,4,9721,0,0.826,2260,46,1
"closed_account",47,5,"associates","single","full_time",37450,"silver",36,2,3,2,1636,0,0.694,2235,35,0.591
"active",53,3,"associates","single","part_time",36930,"gold",48,6,2,1,1953,0.622,0.667,4253,72,0.8
"active",56,2,"masters","single","full_time",60439,"gold",36,3,2,2,18776,0,0.81,4464,75,0.596
"closed_account",30,1,"masters","divorced","part_time",34629,"blue",36,6,2,4,5061,0,0.911,1309,38,0.462
"closed_account",48,3,"masters","married","part_time",96516,"blue",39,4,4,3,18672,0.135,0.799,1126,35,0.591
"active",55,2,"bachelors","single","full_time",33181,"silver",36,5,2,3,5719,0.156,0.589,3403,68,0.417
"closed_account",48,3,"masters","married","part_time",49863,"blue",31,6,3,4,14899,0,0.381,1519,26,0.368
"closed_account",48,1,"associates","married","part_time",33721,"blue",38,5,2,2,1430,0,0.574,2171,38,0.462
"active",42,5,"associates","married","full_time",56210,"blue",34,5,3,2,14281,0.106,0.256,1164,35,0.522
"active",57,3,"bachelors","married","full_time",104824,"blue",45,6,3,4,14270,0,0.398,1222,37,0.423
"closed_account",56,5,"associates","single","full_time",33474,"blue",36,6,3,5,4668,0.539,1.062,8331,63,0.853
"active",44,4,"associates","married","full_time",99085,"silver",36,1,3,1,25428,0.06,0.725,13360,97,0.796
"closed_account",37,2,"masters","married","full_time",93863,"blue",21,2,2,2,31718,0,0.91,7432,64,0.641
"closed_account",61,0,"masters","married","part_time",70077,"blue",56,6,2,3,9918,0.086,0.688,2485,40,0.29
"active",60,0,"associates","single","full_time",36874,"silver",36,3,2,2,4546,0,0.66,1361,34,0.308
"active",41,4,"associates","married","part_time",139236,"silver",35,5,4,2,18232,0.063,0.657,4775,84,1.1
"active",50,0,"associates","single","part_time",31041,"silver",36,3,2,1,2242,0.396,0.661,4708,81,0.558
"closed_account",36,3,"bachelors","married","part_time",35723,"blue",36,2,2,2,1707,0,0.319,2060,52,0.529
"closed_account",38,3,"masters","single","full_time",45352,"silver",26,3,2,3,2669,0,0.67,2271,31,0.722
"active",38,3,"associates","single","self_employed",107855,"blue",27,4,1,4,6162,0.153,0.484,1527,35,0.207
"active",41,4,"associates","married","part_time",119000,"blue",36,4,3,2,23124,0.076,0.807,1959,50,0.724
"closed_account",34,2,"associates","married","full_time",102775,"blue",25,6,2,0,1439,0,0.89,2932,44,0.913
"closed_account",38,1,"masters","married","full_time",33958,"blue",29,3,3,3,8953,0,0.403,1982,43,0.303
"active",52,3,"masters","single","full_time",34081,"gold",44,4,1,3,3416,0.598,0.994,1924,48,0.92
"active",46,2,"masters","single","part_time",33970,"gold",36,6,2,3,2586,0.849,0.693,3944,78,0.857
"closed_account",54,1,"masters","married","full_time",35121,"blue",40,2,3,1,1430,0.562,0.997,705,19,0.9
"closed_account",37,3,"associates","married","part_time",33620,"blue",30,3,3,3,9874,0,0.491,2446,47,0.567
"active",48,3,"masters","married","full_time",156910,"silver",36,1,4,2,34516,0.053,1.062,15552,108,0.831
"active",45,3,"masters","married","part_time",75010,"blue",41,6,3,3,9106,0.272,0.515,1239,33,0.737
"active",61,2,"associates","married","part_time",71778,"silver",48,4,1,2,18571,0,0.594,15802,118,0.686
"active",51,2,"masters","divorced","part_time",66866,"blue",41,4,3,1,1959,0,0.454,3737,71,0.614
"active",50,3,"associates","single","part_time",125836,"blue",36,5,3,4,27876,0.02,0.768,4654,88,0.66
"closed_account",53,3,"doctorate","single","part_time",34387,"gold",43,3,3,2,1790,0.823,0.595,2128,40,0.429
"closed_account",41,3,"associates","married","part_time",30198,"blue",30,1,2,3,9491,0,1.056,9061,51,1.684
"closed_account",49,3,"masters","married","self_employed",33036,"blue",35,3,3,2,1914,0,0.677,2687,41,0.414
"closed_account",52,3,"associates","married","full_time",34740,"blue",40,3,5,1,2003,0.866,0.855,2343,42,0.355
"active",38,1,"masters","single","full_time",36825,"gold",36,3,2,3,3764,0,0.583,1572,57,0.357
"active",48,5,"associates","married","self_employed",34941,"blue",36,4,2,3,5495,0.4,0.696,5125,85,0.771
"active",51,2,"associates","married","full_time",32433,"silver",36,5,3,0,11261,0.221,0.736,1158,26,0.857
"closed_account",42,1,"masters","married","full_time",33041,"blue",36,3,3,4,2983,0,0.865,2509,46,0.586
"closed_account",42,3,"bachelors","married","part_time",78528,"blue",34,3,3,3,13450,0,0.742,1000,18,0.059
"closed_account",48,4,"associates","single","full_time",53280,"blue",37,1,3,4,5268,0.416,0.622,2138,40,0.429
"active",57,1,"associates","married","self_employed",33829,"blue",50,3,2,2,1609,0,0.669,4770,85,0.7
"closed_account",44,4,"associates","single","full_time",50600,"blue",39,4,3,3,10587,0.238,1.052,2971,54,0.742
"active",42,3,"masters","single","full_time",63306,"silver",32,6,2,2,1430,0,0.66,1794,45,0.875
"active",53,2,"associates","divorced","full_time",140583,"blue",42,4,2,2,22664,0,0.749,4586,89,0.745
"active",39,2,"masters","single","part_time",43258,"gold",31,6,3,3,3297,0.534,0.879,15580,120,0.739
"active",28,1,"masters","single","full_time",54424,"blue",15,5,2,4,9283,0.246,0.928,13804,110,0.719
"active",40,4,"masters","married","full_time",65224,"gold",25,5,3,2,28822,0.087,0.492,1504,35,0.296
"active",49,1,"masters","single","part_time",85586,"gold",36,6,3,4,34516,0,0.665,2512,45,0.324
"active",44,3,"associates","single","full_time",36719,"blue",38,6,1,2,2111,0.496,0.971,4830,82,0.952
"closed_account",54,2,"masters","married","full_time",39316,"blue",46,5,3,2,1695,0.539,0.449,2130,48,0.5
"active",42,3,"masters","married","part_time",35043,"blue",36,6,3,1,4959,0.299,0.902,4286,71,0.614
"closed_account",39,5,"masters","single","part_time",63239,"blue",36,1,3,3,24657,0.026,0.358,1954,46,0.394
"closed_account",58,1,"associates","single","full_time",68574,"blue",50,5,2,2,8513,0.094,0.451,2119,37,0.542
"active",26,0,"associates","single","full_time",34980,"silver",20,4,3,4,1430,0,0.764,2731,39,0.5
"closed_account",50,3,"masters","divorced","part_time",32917,"blue",40,5,4,4,4248,0.074,0.661,2271,36,0.333
"active",43,4,"masters","single","self_employed",59796,"blue",23,2,1,1,1430,0,0.728,4494,82,0.708
"closed_account",44,2,"doctorate","single","part_time",52864,"blue",36,5,3,4,1430,0,0.602,2100,54,0.588
"closed_account",51,2,"associates","married","full_time",72294,"blue",46,5,3,2,4123,0.427,0.869,2447,40,0.429
"active",43,3,"associates","married","full_time",100180,"silver",31,5,1,4,28700,0.027,0.901,3395,71,0.578
"active",55,3,"masters","married","full_time",102687,"silver",36,4,3,4,2801,0.858,0.884,1526,44,1
"closed_account",51,1,"masters","married","full_time",36927,"blue",45,6,3,3,13199,0.059,0.411,1927,44,0.63
"active",44,3,"masters","single","full_time",153429,"gold",39,2,3,1,34516,0.062,0.801,14242,107,0.551
"active",53,1,"associates","married","full_time",48568,"blue",43,3,1,2,4426,0.346,0.518,1231,34,0.214
"active",44,3,"associates","single","full_time",33388,"blue",33,3,3,3,5362,0.37,0.664,3851,87,0.642
"active",47,4,"masters","divorced","full_time",34100,"silver",41,6,5,3,3482,0.607,0.508,1039,24,0.263
"closed_account",43,3,"doctorate","single","part_time",35664,"silver",30,1,2,2,6261,0.074,0.889,8132,64,0.6
"closed_account",43,4,"associates","single","self_employed",35469,"blue",31,6,2,2,13651,0,1.046,9772,71,0.775
"active",45,4,"masters","married","full_time",38479,"silver",36,1,2,3,7231,0.145,0.947,15571,115,0.797
"closed_account",53,1,"associates","married","self_employed",50432,"blue",43,1,2,3,3146,0,0.414,1868,38,0.31
"active",49,1,"masters","married","full_time",35631,"gold",31,5,2,1,5714,0.152,0.636,4331,85,0.7
"active",45,4,"masters","married","full_time",139829,"gold",36,5,2,3,34516,0.025,0.687,3491,64,0.455
"active",51,1,"associates","single","full_time",34407,"blue",47,4,3,1,1430,0,0.826,4242,70,0.458
"active",49,1,"masters","married","full_time",163952,"blue",29,2,3,2,7650,0.267,0.891,8609,109,0.758
"active",51,3,"masters","married","part_time",36082,"blue",44,6,1,3,7742,0.261,0.929,3507,69,0.568
"closed_account",55,3,"associates","single","part_time",53456,"blue",32,5,3,4,2496,0.801,0.724,2590,50,0.667
"active",49,4,"masters","single","self_employed",105676,"silver",43,1,2,2,20701,0.122,1.023,14374,113,0.823
"active",61,0,"masters","single","self_employed",51504,"blue",42,4,3,2,15939,0,0.791,3982,68,0.943
"active",52,1,"associates","married","full_time",36711,"blue",45,6,3,3,6703,0.133,0.567,1388,28,0.75
"active",39,1,"masters","single","self_employed",55355,"blue",32,3,3,1,3812,0.289,0.757,4080,65,0.625
"closed_account",50,1,"masters","divorced","full_time",159278,"silver",42,1,3,2,1656,0,0.626,2073,44,0.833
"active",47,3,"associates","single","full_time",61185,"silver",35,2,3,1,14131,0.094,0.767,12779,103,0.689
"active",26,2,"associates","single","full_time",36556,"blue",13,5,0,3,5137,0,0.699,2496,49,0.581
"active",67,1,"masters","married","part_time",35696,"blue",56,4,3,2,3006,0.837,2.053,1661,32,1
"active",36,4,"doctorate","married","part_time",73074,"gold",17,5,2,4,2803,0.659,0.614,1968,64,0.524
"closed_account",33,2,"masters","married","full_time",136471,"gold",21,2,2,4,27992,0,0.433,837,18,1
"active",47,3,"associates","single","full_time",50555,"silver",41,4,3,3,3788,0.407,0.566,1594,47,0.382
"closed_account",50,3,"associates","married","self_employed",34357,"blue",40,6,2,4,2897,0.52,0.618,2214,46,0.484
"active",43,2,"masters","single","part_time",74276,"blue",36,3,1,2,6039,0.291,0.479,4538,86,0.654
"active",41,3,"associates","divorced","full_time",69687,"blue",33,2,2,2,20749,0.105,0.842,4754,77,0.674
"closed_account",56,1,"associates","married","full_time",96121,"blue",36,6,2,1,33870,0,0.872,7661,61,0.525
"closed_account",45,3,"masters","married","part_time",54202,"gold",40,3,5,3,4462,0.158,0.886,2526,41,0.414
"closed_account",47,3,"associates","married","full_time",104756,"silver",34,3,3,3,21359,0,0.551,2064,63,0.853
"active",35,3,"associates","married","self_employed",103337,"blue",25,3,1,2,11927,0.057,0.574,1986,36,0.636
"closed_account",42,2,"bachelors","married","part_time",70236,"blue",28,6,1,3,7340,0,0.65,838,24,0.412
"active",35,0,"masters","married","part_time",35216,"gold",36,1,2,2,3019,0.484,0.718,4509,71,0.732
"active",51,2,"associates","married","full_time",156850,"gold",42,4,1,4,10306,0.138,0.709,1456,44,0.294
"active",42,4,"masters","single","part_time",100059,"gold",32,6,3,5,7260,0.098,0.833,4253,73,0.78
"active",50,4,"bachelors","single","full_time",30268,"gold",36,1,3,1,2446,0.721,0.598,4310,75,0.875
"active",49,1,"associates","single","part_time",65254,"blue",36,6,3,4,2645,0.567,0.67,4251,69,0.533
"active",44,3,"bachelors","single","part_time",70796,"gold",32,4,1,3,28397,0.05,0.635,1635,31,0.824
"active",57,2,"associates","single","full_time",100602,"blue",53,5,2,4,34516,0.061,0.629,1233,26,0.857
"active",44,2,"associates","married","full_time",71789,"blue",39,5,3,3,22075,0.068,0.794,2337,40,0.818
"closed_account",44,1,"associates","married","part_time",44611,"blue",34,5,2,3,10973,0,0.792,10583,75,0.786
"active",41,5,"masters","married","full_time",34442,"silver",33,3,1,2,6519,0.131,0.679,3088,65,0.711
"closed_account",44,3,"associates","divorced","part_time",47803,"blue",34,2,3,2,1689,0,0.202,1588,37,0.276
"active",39,1,"masters","single","full_time",32805,"blue",25,4,2,3,2006,0.597,0.877,4139,69,0.769
"active",63,0,"associates","married","full_time",72447,"blue",36,6,2,3,2567,0,1.636,2399,43,0.955
"active",43,3,"associates","married","full_time",35419,"blue",39,5,3,2,3370,0.678,0.673,4084,70,0.628
"active",37,1,"masters","single","full_time",98423,"silver",24,6,3,4,11309,0,0.474,4809,71,0.479
"active",36,2,"doctorate","single","part_time",51398,"blue",31,3,3,2,11558,0,0.545,2220,53,0.828
"closed_account",59,2,"associates","single","full_time",43883,"blue",53,4,5,4,2699,0.897,0.773,2599,43,0.433
"active",50,2,"associates","divorced","full_time",89288,"silver",36,4,3,1,20614,0,0.926,1922,48,0.6
"active",31,2,"masters","married","full_time",115120,"gold",22,2,3,2,34516,0.052,0.839,14185,98,0.69
"closed_account",54,4,"masters","single","part_time",53453,"blue",38,2,2,1,1779,0,0.856,2660,41,0.323
"active",57,2,"masters","married","part_time",85410,"silver",40,6,3,4,17925,0.106,0.712,17498,111,0.82
"active",43,2,"bachelors","married","full_time",37787,"blue",37,3,3,1,5380,0.249,0.845,8947,93,0.576
"closed_account",49,1,"masters","single","part_time",149497,"blue",36,6,2,4,26723,0,0.716,2138,43,0.593
"active",41,3,"bachelors","single","full_time",74734,"gold",36,3,3,1,23260,0.063,0.975,15140,105,0.81
